page_id,status,title,url,html_file,page_class,confidence,object_id_suggested,notes
afccd3926f6f0d9c,200,Assessment of foreign education and studies,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/refugees-pathways-into-studying/assessment-of-foreign-education-and-studies/,snapshots_raw/afccd3926f6f0d9c.html,application_route_rule,low,application_route_rule-assessment-foreign-education-refugees,Explains how prior foreign education and studies are assessed for refugees seeking to study at HTW Berlin. Defines eligibility and assessment conditions that directly affect the study application route.
bc4c1358ff90f255,200,Documents required for a Bachelor‚Äôs study programme,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/refugees-pathways-into-studying/documents-required-for-a-bachelors-study-programme/,snapshots_raw/bc4c1358ff90f255.html,application_route_rule,low,application_route_rule-required-documents-bachelor-refugees,Lists mandatory documents required for refugees applying to a bachelor’s degree program. This page defines binding application requirements.
e86956e781759265,200,Refugees: Pathways into studying,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/refugees-pathways-into-studying/,snapshots_raw/e86956e781759265.html,overview_navigation,low,overview_navigation-refugees-pathways-into-studying,"Top-level overview of study pathways for refugees, linking to eligibility, assessment, and application-related subpages. Acts as a navigation hub rather than a rule or process itself."
d2c83960e3e0b3ea,200,Arrival and Life in Berlin,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/htw-foundation-arrival-in-berlin/,snapshots_raw/d2c83960e3e0b3ea.html,special_category,low,special_category-htw-foundation-arrival-berlin,"Provides arrival and orientation information for participants of the HTW Foundation program. Student-facing, preparatory in nature, and specific to a defined pathway rather than a general application process."
9483d473c820fbf5,200,HTW Foundation: Advantages,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/htw-foundation-advantages/,snapshots_raw/9483d473c820fbf5.html,special_category,low,special_category-htw-foundation-advantages,Describes the benefits and purpose of the HTW Foundation program as a preparatory pathway into studies. Informational but directly relevant to prospective students considering this route.
96bcee3edf81a1e7,200,HTW Foundation Application Form,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/htw-foundation-application-form/,snapshots_raw/96bcee3edf81a1e7.html,application_process,low,application_process-htw-foundation-application,Contains the application form and instructions for applying to the HTW Foundation program. Defines a concrete application workflow.
f28e94c1a31e6ad3,200,German language test for university entry (DSH),https://www.htw-berlin.de/en/studies/foreign-languages-centre/language-modules/german/german-language-test-for-university-entry-dsh/,snapshots_raw/f28e94c1a31e6ad3.html,language_proof_rule,medium,language_proof_rule-german-language-test-for-university-entry-dsh,"Explains the German Language Test for University Entry (DSH), including its role as proof of German proficiency for admission. This is a binding language requirement page."
0348d6fa3d151918,200,PreDSH: Preparation for Studies and DSH-Exam,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/predsh-preparation-for-studies-and-dsh-exam/,snapshots_raw/0348d6fa3d151918.html,special_category,low,special_category-predsh-preparation-dsh,"Describes the PreDSH preparatory program for studies and the DSH exam. Student-facing preparatory offering linked to language and foundation pathways, but not a degree program itself."
bbcb7bd20ec5cf4c,200,HTW Foundation: Preparation for your Studies in Germany,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/,snapshots_raw/bbcb7bd20ec5cf4c.html,overview_navigation,low,overview_navigation-htw-foundation,"Provides explanatory framing of the HTW Foundation pathway, its purpose, and how it connects to preparatory programs and application steps. Acts as a meaningful anchor, not just a link list."
056898984503dc0e,200,Request online consultation,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/htw-foundation/predsh-preparation-for-studies-and-dsh-exam/request-online-consultation/,snapshots_raw/056898984503dc0e.html,special_category,low,special_category-predsh-online-consultation,"Provides information and access to an online consultation related to the PreDSH preparatory program. Student-facing support entry point, even though it is not a full application workflow."
6e031857de546ded,200,Visa / Residence Permit,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/international-degree-seeking-students/visa-residence-permit/,snapshots_raw/6e031857de546ded.html,application_route_rule,low,application_route_rule-visa-residence-permit-international,Explains visa and residence permit requirements for international degree-seeking students. Defines mandatory legal conditions affecting the study and enrollment route.
cf25c5dc7e3b5f82,200,Living in Berlin,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/international-degree-seeking-students/living-in-berlin/,snapshots_raw/cf25c5dc7e3b5f82.html,special_category,low,special_category-living-in-berlin-international-students,"Provides practical information for international students about living in Berlin, including everyday and settlement-related topics. Informational support, not procedural."
5a10f33c8783d083,200,Language Courses,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/international-degree-seeking-students/language-courses/,snapshots_raw/5a10f33c8783d083.html,language_proof_rule,medium,language_proof_rule-language-courses-international-students,This page provides information on language courses relevant to international degree-seeking students as part of meeting language requirements for study. It supports compliance with language proficiency expectations rather than describing a standalone academic program.
d07aebfaf2d60ff0,200,Getting started!,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/international-degree-seeking-students/getting-started/,snapshots_raw/d07aebfaf2d60ff0.html,overview_navigation,low,overview_navigation-international-getting-started,"Provides a structured starting point for international degree-seeking students, outlining key first steps and linking to essential topics. Contains framing and guidance, not just a link list."
511829dc9b722cf1,200,DAAD funding to enable international students to complete their studies,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/international-degree-seeking-students/daad-funding-to-enable-international-students-to-complete-their-studies/,snapshots_raw/511829dc9b722cf1.html,fees_funding_rule,low,fees_funding_rule-daad-funding-international-students,"Describes DAAD funding opportunities that support international students in completing their studies. Funding-related information with eligibility relevance, even if externally administered."
488dbad7b6f48caa,200,Sustainable Clothing/Apparel Technology (Bachelor) - ONLY in Winter Semester,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/sustainable-clothingapparel-technology-bachelor-only-in-winter-semester/,snapshots_raw/488dbad7b6f48caa.html,degree_program,high,degree_program-sustainable-clothing-apparel-technology-bachelor,"Landing page for the English-taught Bachelor’s program in Sustainable Clothing and Apparel Technology, including key program information and intake timing."
66bf93374b9d6e9b,200,Design (Bachelor) - ONLY in Winter Semester,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/design-bachelor-only-in-winter-semester/,snapshots_raw/66bf93374b9d6e9b.html,degree_program,high,degree_program-design-bachelor,"Landing page for the English-taught Bachelor’s program in Design, offered only in the winter semester."
d73aa3c1de06f04e,200,Information Technology (Master),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/information-technology-master/,snapshots_raw/d73aa3c1de06f04e.html,degree_program,high,msc-information-tedegree_program-information-technology-masterchnology,Landing page for the English-taught Master’s program in Information Technology.
0541b2c185bdfdab,200,Elective Courses,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/sustainable-clothingapparel-technology-bachelor-only-in-winter-semester/elective-courses/,snapshots_raw/0541b2c185bdfdab.html,curriculum_page,high,curriculum_page-sustainable-clothing-apparel-technology-electives,Describes elective course options within the Sustainable Clothing and Apparel Technology Bachelor’s program.
c9872f9637a5b52e,200,Core courses (Acceptance  Guaranteed),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/design-bachelor-only-in-winter-semester/core-courses-acceptance-guaranteed/,snapshots_raw/c9872f9637a5b52e.html,curriculum_page,high,curriculum_page-design-bachelor-core-courses,Details the core course structure and acceptance-guaranteed modules for the Design Bachelor’s program.
f41dfdaf393c20cc,200,Elective courses,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/information-technology-master/elective-courses/,snapshots_raw/f41dfdaf393c20cc.html,curriculum_page,high,curriculum-elective-coursescurriculum_page-information-technology-master-electives,Lists elective course options within the Information Technology Master’s program.
ff76330ef70f96b5,200,Information Technology (Bachelor),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/information-technology-bachelor/,snapshots_raw/ff76330ef70f96b5.html,degree_program,high,degree_program-information-technology-bachelor,Landing page for the English-taught Bachelor’s program in Information Technology.
43245c27635a58e9,200,International Business (Bachelor),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/international-business-bachelor/,snapshots_raw/43245c27635a58e9.html,degree_program,high,degree_program-international-business-bachelor,Landing page for the English-taught Bachelor’s program in International Business.
a5b1855fe6337f98,200,AECO - Architecture Engineering Construction and Operation (Bachelor),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/aeco-architecture-engineering-construction-and-operation-bachelor/,snapshots_raw/a5b1855fe6337f98.html,degree_program,high,degree_program-aeco-bachelor,"Landing page for the English-taught Bachelor’s program in AECO (Architecture, Engineering, Construction and Operation)."
5f7d7d0ca7e4facb,200,Elective Courses,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/information-technology-bachelor/elective-courses/,snapshots_raw/5f7d7d0ca7e4facb.html,curriculum_page,high,curriculum_page-information-technology-bachelor-electives,Lists elective course options within the Information Technology Bachelor’s program.
cc3cbc8fe0edc973,200,Elective courses,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/international-business-bachelor/elective-courses/,snapshots_raw/cc3cbc8fe0edc973.html,curriculum_page,high,curriculum-elective-coursescurriculum_page-international-business-bachelor-electives,Lists elective course options within the International Business Bachelor’s program.
bb5f03ecc027710a,200,Core Courses in Winter and Summer Semester,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/aeco-architecture-engineering-construction-and-operation-bachelor/core-courses-in-winter-and-summer-semester/,snapshots_raw/bb5f03ecc027710a.html,curriculum_page,high,curriculum-core-courses-in-wintecurriculum_page-aeco-bachelor-core-coursesr-and-summer-semester,Describes the core course structure for the AECO Bachelor’s program across winter and summer semesters.
d23141515bb38502,200,Electrical Engineering for Sustainable and Renewable Energy (Master),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/electrical-engineering-for-sustainable-and-renewable-energy-master/,snapshots_raw/d23141515bb38502.html,degree_program,high,degree_program-electrical-engineering-sustainable-renewable-energy-master,Landing page for the English-taught Master’s program in Electrical Engineering for Sustainable and Renewable Energy.
c5328122ca3b1a9a,200,Environmental Engineering and Sustainability (Bachelor),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/environmental-engineering-and-sustainability-bachelor/,snapshots_raw/c5328122ca3b1a9a.html,degree_program,high,degree_program-environmental-engineering-sustainability-bachelor,Landing page for the English-taught Bachelor’s program in Environmental Engineering and Sustainability.
defd0beabd319b65,200,Electrical Engineering (Master),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/electrical-engineering-master/,snapshots_raw/defd0beabd319b65.html,degree_program,high,degree_program-electrical-engineering-master,Landing page for the English-taught Master’s program in Electrical Engineering.
8b175ace44ad442c,200,Elective courses,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/environmental-engineering-and-sustainability-bachelor/elective-courses-acceptance-not-guaranteed-subject-to-facultys-capacity/,snapshots_raw/8b175ace44ad442c.html,curriculum_page,high,curriculum_page-environmental-engineering-sustainability-electives,"Lists elective courses for the Environmental Engineering and Sustainability Bachelor’s program, with capacity-based acceptance conditions."
aebf3f087cb2719c,200,Elective courses (Acceptance Not Guaranteed -  subject to faculty's capacity),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/electrical-engineering-master/elective-courses-acceptance-not-guaranteed-subject-to-facultys-capacity/,snapshots_raw/aebf3f087cb2719c.html,curriculum_page,high,curriculum_page-electrical-engineering-master-elective-courses,Details the elective courses for the Electrical Engineering Master’s program with guaranteed acceptance.
a915f9d623079469,200,Core courses  (Acceptance guaranteed),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/electrical-engineering-master/core-courses-acceptance-guaranteed/,snapshots_raw/a915f9d623079469.html,curriculum_page,high,curriculum_page-electrical-engineering-master-electives,"Describes elective course options for the Electrical Engineering Master’s program, subject to faculty capacity."
42dbe26d61fd606c,200,Core courses  (Acceptance guaranteed),https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/english-language-study-programmes/environmental-engineering-and-sustainability-bachelor/core-courses-acceptance-guaranteed/,snapshots_raw/42dbe26d61fd606c.html,curriculum_page,high,curriculum_page-environmental-engineering-sustainability-core-courses,Details the core courses for the Electrical Engineering Master’s program with guaranteed acceptance.
b33b3dd10961305c,200,Returning home,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/student-exchange-programmes-at-htw-berlin/returning-home/,snapshots_raw/b33b3dd10961305c.html,special_category,low,special_category-student-exchange-returning-home,Provides guidance for exchange students on steps and considerations when returning home after completing their exchange at HTW Berlin.
ca8aac23cff23b83,200,Your Studies at HTW Berlin,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/student-exchange-programmes-at-htw-berlin/your-studies-at-htw-berlin/,snapshots_raw/ca8aac23cff23b83.html,special_category,low,special_category-exchange-arrival-berlin,"Explains academic aspects of studying at HTW Berlin as an exchange student. Student-facing, informational."
ea94c21cf752091d,200,Arrival in Berlin,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/student-exchange-programmes-at-htw-berlin/arrival-in-berlin/,snapshots_raw/ea94c21cf752091d.html,special_category,low,special_category-exchange-arrival-berlin,Arrival and orientation information for incoming exchange students.
ee28251df4c0a201,200,Nomination and application,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/student-exchange-programmes-at-htw-berlin/nomination-and-application/,snapshots_raw/ee28251df4c0a201.html,application_process,low,application_process-exchange-nomination-application,Describes the nomination and application process for exchange students.
c40d5e2c74b35371,200,Pathways to HTW Berlin,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/,snapshots_raw/c40d5e2c74b35371.html,overview_navigation,low,overview_navigation-pathoverview_navigation-pathways-to-htw-berlinways-to-htw-berlin,"High-level entry page outlining pathways to studying at HTW Berlin, with explanatory framing."
8b60fa3fc11be092,200,Accomodation,https://www.htw-berlin.de/en/international/pathways-to-htw-berlin/student-exchange-programmes-at-htw-berlin/accomodation/,snapshots_raw/8b60fa3fc11be092.html,special_category,low,special_category-exchange-accommodation,Accommodation information for incoming exchange students.
73e1a6d663a37dc2,200,PROMOS funding for internships,https://www.htw-berlin.de/en/international/wege-ins-ausland/internships-abroad/promos-funding-for-internships/,snapshots_raw/73e1a6d663a37dc2.html,fees_funding_rule,low,fees_funding_rule-promos-internships-abroad,Information on PROMOS funding for internships abroad. Funding eligibility and conditions.
4dc7ff2f0cc0fb42,200,ERASMUS+ Placement funding,https://www.htw-berlin.de/en/international/wege-ins-ausland/internships-abroad/erasmus-placement-funding/,snapshots_raw/4dc7ff2f0cc0fb42.html,fees_funding_rule,low,fees_funding_rule-promos-internships-fees_funding_rule-erasmus-placement-fundingabroad,Describes Erasmus+ funding for internships abroad.
39bf6d89e904a47d,200,Accreditation of modules and examinations completed abroad,https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/accreditation-of-modules-and-examinations-completed-abroad/,snapshots_raw/39bf6d89e904a47d.html,application_route_rule,low,application_route_rule-accreditation-modules-abroad,Explains rules for recognition and accreditation of coursework completed abroad.
e22259bbabbcbf36,200,Further funding options,https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/further-funding-options/,snapshots_raw/e22259bbabbcbf36.html,fees_funding_rule,low,fees_funding_rule-further-funding-studying-abroad,Overview of additional funding options for studying abroad.
9d3446e8ce6515d9,200,Exchange programmes worldwide (PROMOS),https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/exchange-programmes-worldwide-promos/,snapshots_raw/9d3446e8ce6515d9.html,special_category,low,special_category-exchange-programmes-worldwide-promos,Describes worldwide exchange programmes supported by PROMOS funding.
b0fa968e87f4348d,200,Exchange within the EU (ERASMUS+),https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/exchange-within-the-eu-erasmus/,snapshots_raw/b0fa968e87f4348d.html,special_category,low,special_category-erasmus-exchange-eu,Information on Erasmus exchange programmes within the EU.
4a490f267ce4454d,200,Double & Joint Degrees,https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/double-joint-degrees/,snapshots_raw/4a490f267ce4454d.html,special_category,low,special_category-double-joint-degrees,Overview of double and joint degree opportunities for students.
38f1a386132982bb,200,Application,https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/application/,snapshots_raw/38f1a386132982bb.html,application_process,medium,application_process-studying-abroad,Application process for studying abroad programmes.
c6541afc550ab17e,200,Pathways Abroad,https://www.htw-berlin.de/en/international/wege-ins-ausland/,snapshots_raw/c6541afc550ab17e.html,overview_navigation,low,overview_navigation-pathways-abroad,"Anchor overview for going abroad, with explanatory context and links."
81f482b5c831a1d4,200,Student Exchange Programmes at HTW Berlin,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/student-exchange-programmes-at-htw-berlin/,snapshots_raw/81f482b5c831a1d4.html,overview_navigation,low,overview_navigation-student-exchange-programmes-htw,"Anchor overview for student exchange programmes at HTW Berlin, providing framing and links to application, arrival, studies, and return-related information."
fd9048b0fe29b29b,200,International Degree-Seeking Students,https://www.htw-berlin.de/en/international/wege-an-die-htw-berlin/international-degree-seeking-students/,snapshots_raw/fd9048b0fe29b29b.html,overview_navigation,low,overview_navigation-international-degree-seeking-students,"Top-level overview for international degree-seeking students, outlining key pathways, requirements, and links to detailed application and study information."
06447c16f18baada,200,Degree programmes,https://www.htw-berlin.de/en/studies/degree-programmes/?no_cache=1&cHash=9cae730432cd8a152ce5249028ab7909,snapshots_raw/06447c16f18baada.html,overview_navigation,medium,overview_navigation-degree-programmes,Central overview listing all degree programmes at HTW Berlin. Acts as a key entry point for prospective students exploring study options.
ca1aa77794ed07fd,200,Students with children,https://www.htw-berlin.de/en/organisational-units/central-administrative-departments/human-resources-department/family-support-centre/students-with-children/,snapshots_raw/ca1aa77794ed07fd.html,family_support,low,family_support-students-with-children,"Information and support services for students with children, including counselling and practical assistance. Student-facing and relevant to study conditions."
5dc204e29dd003c1,200,Wilhelminenhof campus,https://www.htw-berlin.de/en/campus/wilhelminenhof-campus/,snapshots_raw/5dc204e29dd003c1.html,overview_navigation,low,overview_navigation-wilhelminenhof-campus,"Overview of the Wilhelminenhof campus, including facilities and general orientation information."
7a91e90cceb2b019,200,Treskowallee campus,https://www.htw-berlin.de/en/campus/treskowallee-campus/,snapshots_raw/7a91e90cceb2b019.html,overview_navigation,low,overview_navigation-treskowallee-campus,"Overview of the Treskowallee campus, providing orientation and infrastructure information."
40b61da4412129ae,200,Internships abroad,https://www.htw-berlin.de/en/international/wege-ins-ausland/internships-abroad/,snapshots_raw/40b61da4412129ae.html,overview_navigation,low,overview_navigation-internships-abroad,"Anchor overview for internships abroad, outlining pathways, funding options, and application steps."
96de5f0e6fdd322d,200,Studying abroad,https://www.htw-berlin.de/en/international/pathways-abroad/studying-abroad/,snapshots_raw/96de5f0e6fdd322d.html,overview_navigation,low,overview_navigation-studying-abroad,"Top-level overview of studying abroad opportunities, with explanatory context and links to programmes and application processes."
b94b2eb8cf64a9d4,200,Disability Representation,https://www.htw-berlin.de/en/organisational-units/representatives-officers/disability-representation/,snapshots_raw/b94b2eb8cf64a9d4.html,accessibility_support,low,accessibility_support-disability-representation,"Information about the disability representation office, supporting students with disabilities and accessibility needs."
c2b37146c9eff158,200,Women's and Equal Opportunities Officer,https://www.htw-berlin.de/en/organisational-units/representatives-officers/womens-and-equal-opportunities-officer/,snapshots_raw/c2b37146c9eff158.html,accessibility_support,low,accessibility_support-equal-opportunities-officer,"Information on the women’s and equal opportunities officer, including support and advisory services relevant to students."
9e11da8c8e806ff8,200,Having doubts about your studies?,https://www.htw-berlin.de/en/organisational-units/central-offices/centre-for-student-advisory-career-services/having-doubts-about-your-studies/,snapshots_raw/9e11da8c8e806ff8.html,special_category,low,special_category-having-doubts-about-your-studies,Student-facing advisory content supporting students who are uncertain about their studies. High relevance for wellbeing and study continuation.
1657ef1fad786686,200,Barrier-Free Education,https://www.htw-berlin.de/en/organisational-units/central-offices/centre-for-student-advisory-career-services/barrier-free-education/,snapshots_raw/1657ef1fad786686.html,accessibility_support,low,accessibility_support-barrier-free-education,Overview of barrier-free education support services for students with disabilities or special needs.
a62687db562c85e9,200,Psychological counselling,https://www.htw-berlin.de/en/organisational-units/central-offices/centre-for-student-advisory-career-services/psychological-counselling/,snapshots_raw/a62687db562c85e9.html,special_category,low,special_category-psychological-counselling,"Information on psychological counselling services available to students. Student wellbeing support, non-academic but highly relevant."
ac0743aa8e380539,200,Centre for Student Advisory & Career Services,https://www.htw-berlin.de/en/organisational-units/central-offices/centre-for-student-advisory-career-services/,snapshots_raw/ac0743aa8e380539.html,overview_navigation,low,overview_navigation-student-advisory-services,"Anchor overview for student advisory services, providing framing and links to counselling and support offerings."
4ffe63878f6980c6,200,Sexualised Discrimination & Violence,https://www.htw-berlin.de/en/organisational-units/central-offices/equal-opportunities-antidiscrimination/sexualisierte-diskriminierung-gewalt/,snapshots_raw/4ffe63878f6980c6.html,accessibility_support,low,accessibility_support-sexualised-discrimination-violence,"Information and support resources related to sexualised discrimination and violence, including reporting and counselling options for students."
d5dd78441ff01428,200,Anti-Discrimination Officers,https://www.htw-berlin.de/en/organisational-units/central-offices/equal-opportunities-antidiscrimination/anti-discrimination-officers/,snapshots_raw/d5dd78441ff01428.html,accessibility_support,low,accessibility_support-anti-discrimination-officers,Overview of anti-discrimination officers and support structures available to students.
df1b11f1eb3021da,200,Equal Opportunities & Antidiscrimination,https://www.htw-berlin.de/en/organisational-units/central-offices/equal-opportunities-antidiscrimination/,snapshots_raw/df1b11f1eb3021da.html,overview_navigation,low,overview_navigation-equal-opportunities-antidiscrimination,"Anchor overview for equal opportunities and anti-discrimination services, linking to specific support pages."
283b40bfe09e7f85,200,Counseling and complaints,https://www.htw-berlin.de/en/organisational-units/central-offices/equal-opportunities-antidiscrimination/anti-discrimination-officers/beratungs-und-beschwerdemoeglichkeiten/,snapshots_raw/283b40bfe09e7f85.html,accessibility_support,low,accessibility_support-counselling-complaints-antidiscrimination,Explains counselling and complaint options for discrimination cases. Student-facing and actionable support information.
7d9054c86f5db5b5,200,International Office,https://www.htw-berlin.de/en/organisational-units/central-offices/international-office/,snapshots_raw/7d9054c86f5db5b5.html,overview_navigation,low,overview_navigation-international-office,"Anchor overview for the International Office, providing context and links to international student services and processes."
f26d683b376a6ced,200,Student Management,https://www.htw-berlin.de/en/organisational-units/central-administrative-departments/student-services/student-management/,snapshots_raw/f26d683b376a6ced.html,special_category,low,special_category-student-management,"Information about student management functions within student services, covering administrative handling of student records and processes relevant to enrollment and study administration."
7429cb8df6607be4,200,Student Service Centre,https://www.htw-berlin.de/en/organisational-units/central-administrative-departments/student-services/student-service-centre/?no_cache=1,snapshots_raw/7429cb8df6607be4.html,overview_navigation,low,overview_navigation-student-service-centre,"Anchor overview for the Student Service Centre, outlining available student-facing administrative services and contact points."
b7171b789b3da14d,200,Maternity protection,https://www.htw-berlin.de/en/organisational-units/executive-committee/safety-engineers/maternity-protection/,snapshots_raw/b7171b789b3da14d.html,accessibility_support,low,accessibility_support-maternity-protection,Information on maternity protection measures and rights relevant to students and staff. Student-relevant for pregnancy-related study conditions.
b729dfe0dc7431d4,200,Counselling & service,https://www.htw-berlin.de/en/studies/counselling-service/?no_cache=1,snapshots_raw/b729dfe0dc7431d4.html,special_category,low,special_category-study-counselling-service,"Information about the study counselling service, offering guidance and support to students on academic and study-related questions."
888f1114884dfa58,200,Certificates,https://www.htw-berlin.de/en/studies/foreign-languages-centre/certificates/,snapshots_raw/888f1114884dfa58.html,language_proof_rule,low,language_proof_rule-language-certificates,Explains language certificates issued by the Foreign Languages Centre and their relevance for language proof and study requirements.
966daae7d1d996d9,200,Examinations,https://www.htw-berlin.de/en/studies/foreign-languages-centre/examinations/,snapshots_raw/966daae7d1d996d9.html,language_proof_rule,low,language_proof_rule-language-examinations,"Information on language examinations conducted by the Foreign Languages Centre, including assessment and certification context."
